"variable_id","membership.x","cluster","cluster_raw","SYMBOL","ENTREZID","GENENAME","ALIAS","GENETYPE","ACCNUM","UCSCKG","ENSEMBL","UNIPROT","mz","rt","na_freq","na_freq.1","polarity","column","mode","test_name","Decsription","Category","LipidClass","Lipid_Name","Lipid_Name_Tot","Lipid_Name_LION","Lipid_Class_Detailed","Lipid_Class","FA_1","FA_2","FA_All","Sat_status_FA1","Sat_status_FA2","Saturation_All","OddEven_FA1","OddEven_FA2","OddEven_All","Omega_FA1","Omega_FA2","Omega_All","HMDB_ID","KEGG_ID","LION_ID","cellular_component","Function","Total_Carb","Total_Unsat","Carbon_numb_FA1","Carbon_numb_FA2","CarbonFA_All","Unsat_numb_FA1","Unsat_numb_FA2","UnsatFA_All","PhysicoChemical","PathwaysKegg","membership.y","mol_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","class","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database","Level"
"metabolomics_M213T276_POS_RPLC",0.999997019820305,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.079655090981,276.2695,0,0.00216450216450216,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethylparaben",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Ethylparaben","120-47-8","HMDB0032573","C06183","AU236704","(M+HCOO+2H)+",9.33652148503938,0.932639531751806,NA,NA,"40 eV",0.668927475507135,0.767819496598886,"MassBank_2022-04-27",2
"metabolomics_M229T483_POS_RPLC",0.993928372792695,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.085805094032,482.662,0.00735294117647059,0.12012987012987,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxybenzone",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Oxybenzone","131-57-7","HMDB0015497","C14285","HMDB0015497_29_shen","(M+H)+",0.0421768049818638,0.99999857689471,NA,NA,"10",0.741842451963416,0.838650998812651,"HMDB_2022-04-11",2
"metabolomics_M269T616_POS_RPLC",0.579396371081097,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.247472470915,616.096,0,0.00108225108225108,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C17:1 fa",NA,NA,NA,NA,NA,NA,NA,"metabolomics","C17:1 fa","29743-97-3","HMDB0060038",NA,"RPLC_532","(M+H)+",3.24707031239768,0.991600700397252,20.03538,0.800107536391867,"NCE25",1,0.94792705919728,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M285T596_POS_RPLC",0.999976523055845,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.242367564822,596.035,0,0.00108225108225108,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG(14:0)",NA,NA,NA,NA,NA,NA,NA,"metabolomics","MG(14:0)","589-68-4","HMDB0011561",NA,"n01390","(M+H-H2O)+",0.659912882667868,0.999651672669887,NA,NA,"20",0.638312595552298,0.773814749471394,"NIST_20220425",2
"metabolomics_M310T666_POS_RPLC",0.999469095475567,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.31036222364,665.744,0,0.00216450216450216,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oleoyl ethyl amide",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Oleoyl ethyl amide","85075-82-7",NA,NA,"RPLC_447","(M+H)+",1.18968199998903,0.998868366172147,9.23285999999996,0.953745204615683,"NCE25",0.933972963259444,0.955139874326679,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M347T419_POS_RPLC",0.774680821493484,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.22175980471,419.2475,0.0367647058823529,0.172077922077922,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corticosterone",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Corticosterone","50-22-6","HMDB0001547","C02140","RPLC_373","(M+H)+",0.161139652590236,0.999979227425643,10.9428849,0.935638625356685,"NCE25",0.521034470398497,0.744421698394831,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M468T556_POS_RPLC",0.993628923203213,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.308490393227,556.2125,0,0.00108225108225108,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lysopc(14:0)",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Lysopc(14:0)","20559-16-4","HMDB0010379","C04230","RPLC_407","(M+H)+",0.907386357102251,0.999341536881206,5.75317199999995,0.981779707049064,"NCE25",0.966405038435264,0.9784828302002,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M494T573_POS_RPLC",0.99394906636081,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.324169514609,572.975,0,0.00108225108225108,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lysopc(16:1)",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Lysopc(16:1)","76790-27-7","HMDB0010383","C04230","RPLC_410","(M+H)+",0.914695302417152,0.999330889957019,7.38332400000002,0.97016874088535,"NCE25",0.999798804452804,0.992274309936994,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M759T811_POS_RPLC",0.984759417329683,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.568925287532,810.878,0.0294117647058824,0.0227272727272727,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC(16:0/18:2(9Z,12Z))",NA,NA,NA,NA,NA,NA,NA,"metabolomics","PC(16:0/18:2(9Z,12Z))","17708-90-6","HMDB0007973",NA,"HMDB0007973_33_shen","(M+H)+",3.10271197696013,0.992328122946928,NA,NA,"60",0.999848942026589,0.997028634871716,"HMDB_2022-04-11",2
"metabolomics_M89T34_NEG_RPLC",0.991376306799327,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.0250206920788,33.851734161377,0,0.00216450216450216,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-Hydroxypropionic acid (beta-lactic acid)",NA,NA,NA,NA,NA,NA,NA,"metabolomics","3-Hydroxypropionic acid (beta-lactic acid)","503-66-2","HMDB0000700","C01013","L0205","(M-H)-",2.00565185501489,0.99678706107984,NA,NA,"10",0.799298352215262,0.873356618039479,"NIST_20220425",2
"metabolomics_M134T109_NEG_RPLC",0.965474640619121,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.061053409068,109.069465637207,0,0.00649350649350649,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N-Phenylacetamide",NA,NA,NA,NA,NA,NA,NA,"metabolomics","N-Phenylacetamide","103-84-4","HMDB0001250","C07565","S0319","(M-H)-",0.339697265019367,0.999907688875445,NA,NA,"10",0.616179688301807,0.760077688516921,"NIST_20220425",2
"metabolomics_M153T115_NEG_RPLC",0.999773962588983,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.019293284038,115.372535705566,0.00735294117647059,0.0151515151515152,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentisic acid",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Gentisic acid","490-79-9","HMDB0000152","C00628","RPLC_588","(M-H)-",1.87878418003606,0.997180119357446,6.62378420000002,0.975919933055582,"NCE25",0.721860034134747,0.85420503017063,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M187T321_NEG_RPLC",0.999999999997912,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.097621649829,321.493621826172,0,0.00432900432900433,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C9:0,dc fa",NA,NA,NA,NA,NA,NA,NA,"metabolomics","C9:0,dc fa","123-99-9","HMDB0000784","C08261","RPLC_576","(M-H)-",0.714111327511091,0.99959211921553,18.2234631,0.83152243106432,"NCE25",0.928721100980465,0.922139188060195,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M275T600_NEG_RPLC",0.999998875888857,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.201696702428,599.609130859375,0,0.00108225108225108,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C18:4 fa",NA,NA,NA,NA,NA,NA,NA,"metabolomics","C18:4 fa","20290-75-9","HMDB0006547","C16300","RPLC_547","(M-H)-",0.202813762513188,0.999967093803609,23.42202,0.73729087568033,"NCE25",0.803499253238769,0.836064118990369,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M293T574_NEG_RPLC",1,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.212307808592,574.307678222656,0.0588235294117647,0.0746753246753247,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-oxoode",NA,NA,NA,NA,NA,NA,NA,"metabolomics","13-oxoode",NA,"HMDB0004668","C14765","RPLC_37","(M-H)-",0.714843749989313,0.999591282278335,2.31456000000003,0.997028208986957,"NCE25",0.693831915966769,0.846070830799707,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M539T419_NEG_RPLC",0.999999997030591,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.249370184727,419.441040039062,0,0.00216450216450216,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrahydroaldosterone-3-glucuronide",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Tetrahydroaldosterone-3-glucuronide","20605-81-6","HMDB0010357",NA,"RPLC_644","(M-H)-",2.49301850811022,0.995040227467298,5.80129840000001,0.981476452108459,"NCE25",0.976559363582816,0.982408851685347,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M104T536_POS_HILIC",0.987551447196041,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.070514170825,535.818,0.0787878787878788,0.0670995670995671,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aminoisobutyric acid",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Aminoisobutyric acid","62-57-7","HMDB0001906","C03665","HILIC_188","(M+H)+",0.201821289991244,0.999967415064426,23.608465460588,0.733707929900237,"NCE25",1,0.933418836241166,"Michael_Snyder_HILIC_20220424",1
"metabolomics_M115T977_POS_HILIC",0.997924215755913,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.086621847293,976.914,0,0.00108225108225108,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L-prolinamide",NA,NA,NA,NA,NA,NA,NA,"metabolomics","L-prolinamide",NA,"HMDB0253910",NA,"AU220107","(M+H)+",0.0100332024999261,0.999999919467881,NA,NA,"10 eV",0.664898465085028,0.790561510478598,"MassBank_2022-04-27",2
"metabolomics_M116T479_POS_HILIC",0.977972238983762,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.070538207471,478.515,0,0,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L-proline",NA,NA,NA,NA,NA,NA,NA,"metabolomics","L-proline","147-85-3","HMDB0000162","C00148","HILIC_646","(M+H)+",1.2438872325049,0.998762961406075,4.01468999999997,0.991085672667779,"NCE25",1,0.997462158518464,"Michael_Snyder_HILIC_20220424",1
"metabolomics_M116T978_2_POS_HILIC",0.669195355486112,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.070514705024,978.0005,0.0242424242424242,0.0313852813852814,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DL-Proline",NA,NA,NA,NA,NA,NA,NA,"metabolomics","DL-Proline","609-36-9","HMDB0251528","C16435","ML005301","(M+H)+",0.132120140001746,0.999986035512389,NA,NA,"50 % (nominal)",1,0.999994763317146,"MassBank_2022-04-27",2
"metabolomics_M117T478_POS_HILIC",0.991946572615313,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.073547261446,478.4815,0,0.00108225108225108,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N-NITROSOMORPHOLINE",NA,NA,NA,NA,NA,NA,NA,"metabolomics","N-NITROSOMORPHOLINE","59-89-2","HMDB0255208","C19283","UF412701","(M+H)+",19.9767150875019,0.726689989638205,NA,NA,"55 (nominal)",0.617249950123747,0.658289964941669,"MassBank_2022-04-27",2
