"variable_id","membership.x","cluster","cluster_raw","SYMBOL","ENTREZID","GENENAME","ALIAS","GENETYPE","ACCNUM","UCSCKG","ENSEMBL","UNIPROT","mz","rt","na_freq","na_freq.1","polarity","column","mode","test_name","Decsription","Category","LipidClass","Lipid_Name","Lipid_Name_Tot","Lipid_Name_LION","Lipid_Class_Detailed","Lipid_Class","FA_1","FA_2","FA_All","Sat_status_FA1","Sat_status_FA2","Saturation_All","OddEven_FA1","OddEven_FA2","OddEven_All","Omega_FA1","Omega_FA2","Omega_All","HMDB_ID","KEGG_ID","LION_ID","cellular_component","Function","Total_Carb","Total_Unsat","Carbon_numb_FA1","Carbon_numb_FA2","CarbonFA_All","Unsat_numb_FA1","Unsat_numb_FA2","UnsatFA_All","PhysicoChemical","PathwaysKegg","membership.y","mol_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","class","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database","Level"
"metabolomics_M87T34_POS_RPLC",0.69351089883066,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.0440001911479,34.2498,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diacetyl",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Diacetyl","431-03-8","HMDB0003407","C00741","RPLC_262","(M+H)+",0.548882269981732,0.999759011645319,2.735463,0.995851541047851,"NCE25",0.794191639673249,0.895998458009917,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M103T381_POS_RPLC",0.831414329913163,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.075321037877,380.8975,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pentanoate",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Pentanoate","109-52-4","HMDB0000892","C00803","RPLC_265","(M+H)+",0.765009654983828,0.999531917766911,4.5537933,0.988545533582539,"NCE25",0.880737498445047,0.937388112059886,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M137T211_2_POS_RPLC",0.96100415081307,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.109000410872,210.845,0,0.00108225108225108,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetramethylpyrazine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Tetramethylpyrazine","1124-11-4","HMDB0036584","C12149","M1655","(M+H)+",3.7226538100299,0.988974707882642,NA,NA,"20",0.798663597867767,0.870030264123345,"METLIN_20220425",2
"metabolomics_M155T486_POS_RPLC",0.997689399965482,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.142824397874,486.3955,0,0.0108225108225108,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(-)-Menthone",NA,NA,NA,NA,NA,NA,NA,"metabolomics","(-)-Menthone","14073-97-3","HMDB0035162","C00843","HMDB0035162_17_shen","(M+H)+",0.355252172496989,0.99989904181177,NA,NA,"10",0.74382629308336,0.839853573856514,"HMDB_2022-04-11",2
"metabolomics_M161T512_POS_RPLC",0.82282487890916,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.096038587988,511.651,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D-Alanyl-D-alanine (D-Ala-D-Ala)",NA,NA,NA,NA,NA,NA,NA,"metabolomics","D-Alanyl-D-alanine (D-Ala-D-Ala)","923-16-0","HMDB0003459","C00993","L0229","(M+H)+",9.75760498000966,0.926659880719702,NA,NA,"10",0.685703440925894,0.776062105848572,"NIST_20220425",2
"metabolomics_M185T285_POS_RPLC",0.999973173789251,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.114739703264,284.82,0.0735294117647059,0.0216450216450216,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sebacic acid",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Sebacic acid","111-20-6","HMDB0000792","C08277","S0193","(M+H-H2O)+",6.14325402501947,0.97025955964905,NA,NA,"10",0.616823698239175,0.749362146267878,"NIST_20220425",2
"metabolomics_M231T500_POS_RPLC",0.565382326145021,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.137915943751,500.298,0,0.00757575757575758,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atractylenolide III",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Atractylenolide III",NA,"HMDB0248708",NA,"HMDB0248708_12_shen","(M+H-H2O)+",0.301993792461985,0.999927042460982,NA,NA,"6",0.50794797832016,0.692440127372968,"HMDB_2022-04-11",2
"metabolomics_M240T52_POS_RPLC",0.999999999930993,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.109916968935,51.6093,0.0441176470588235,0.00216450216450216,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,8-Dihydrobiopterin",NA,NA,NA,NA,NA,NA,NA,"metabolomics","7,8-Dihydrobiopterin","6779-87-9","HMDB0000038","C02953","L0223","(M+H)+",0.549353027494703,0.999758598143064,NA,NA,"10",0.588908905235359,0.742977540075748,"NIST_20220425",2
"metabolomics_M241T287_POS_RPLC",0.999999999140754,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.068389103719,286.978,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Triacetin",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Triacetin","102-76-1","HMDB0029592",NA,"UP000364","(M+Na)+",0.0278467850733932,0.999999379645441,NA,NA,"30 % (nominal)",0.704468998553547,0.815292891463008,"MassBank_2022-04-27",2
"metabolomics_M247T125_POS_RPLC",0.999999999968106,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.144261703013,124.608,0,0.00216450216450216,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Propazine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Propazine","139-40-2","HMDB0256821","C14312","EA274101","(M+NH4)+",3.26368121001508,0.991514911270514,NA,NA,"35 % (nominal)",0.654378849739641,0.780804872813718,"MassBank_2022-04-27",2
"metabolomics_M250T475_POS_RPLC",0.999999999421456,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.177761563795,474.89,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N-Demethyltramadol",NA,NA,NA,NA,NA,NA,NA,"metabolomics","N-Demethyltramadol",NA,"HMDB0255112",NA,"EQ356501","(M+H)+",5.94267477744381,0.972143057543819,NA,NA,"15 (nominal)",0.675607758759012,0.786808495803315,"MassBank_2022-04-27",2
"metabolomics_M267T538_POS_RPLC",1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.193235470626,537.541,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desipramine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Desipramine","50-47-5","HMDB0015282","C06943","HB002648","(M+H)+",19.0932617201156,0.747035841441031,NA,NA,"5 eV",0.629937751318441,0.673849535114412,"MassBank_2022-04-27",2
"metabolomics_M271T562_POS_RPLC",0.999998270348274,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.166851315212,561.978,0.00735294117647059,0.0205627705627706,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estriol",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Estriol","50-27-1","HMDB0000153","C05141","FFF00130","(M+H-H2O)+",7.6515363299734,0.954243111093414,NA,NA,"Unknown_1",0.549698976352518,0.701403026880354,"MassBank_2022-04-27",2
"metabolomics_M271T525_POS_RPLC",0.999999999999994,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.205699939917,525.1,0.0735294117647059,0.00541125541125541,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"trans-Dehydroandrosterone",NA,NA,NA,NA,NA,NA,NA,"metabolomics","trans-Dehydroandrosterone","53-43-0","HMDB0000077","C01227","S0339","(M+H-H2O)+",0.700213170006236,0.999607838128816,NA,NA,"15",0.690950330421183,0.806696895811545,"NIST_20220425",2
