"variable_id","membership.x","cluster","cluster_raw","SYMBOL","ENTREZID","GENENAME","ALIAS","GENETYPE","ACCNUM","UCSCKG","ENSEMBL","UNIPROT","mz","rt","na_freq","na_freq.1","polarity","column","mode","test_name","Decsription","Category","LipidClass","Lipid_Name","Lipid_Name_Tot","Lipid_Name_LION","Lipid_Class_Detailed","Lipid_Class","FA_1","FA_2","FA_All","Sat_status_FA1","Sat_status_FA2","Saturation_All","OddEven_FA1","OddEven_FA2","OddEven_All","Omega_FA1","Omega_FA2","Omega_All","HMDB_ID","KEGG_ID","LION_ID","cellular_component","Function","Total_Carb","Total_Unsat","Carbon_numb_FA1","Carbon_numb_FA2","CarbonFA_All","Unsat_numb_FA1","Unsat_numb_FA2","UnsatFA_All","PhysicoChemical","PathwaysKegg","membership.y","mol_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","class","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database","Level"
"metabolomics_M257T827_POS_RPLC",0.999999999696087,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.964322865181,826.545,0,0.00108225108225108,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-Hydroxyphenylpyruvic acid",NA,NA,NA,NA,NA,NA,NA,"metabolomics","4-Hydroxyphenylpyruvic acid","156-39-8","HMDB0000707","C01179","HMDB0000707_19_shen","(M-H+2K)+",7.69238246249415,0.953764781354969,NA,NA,"Unknown_6",0.519779200033311,0.682523793028933,"HMDB_2022-04-11",2
"metabolomics_M301T515_POS_RPLC",0.999998745309385,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.1775865289,514.834,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adrenosterone",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Adrenosterone","382-45-6","HMDB0006772","C05285","n01378","(M+H)+",4.98919085757166,0.980283346201037,NA,NA,"20",0.727333621604712,0.822189768328334,"NIST_20220425",2
"metabolomics_M315T562_POS_RPLC",0.999994195201417,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.193294228491,561.603,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pergolide",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Pergolide","66104-22-1","HMDB0015317","C07425","BML81922","(M+H)+",11.1267845100826,0.905702614555151,NA,NA,"Unknown_1",1,0.964638480458182,"MassBank_2022-04-27",2
"metabolomics_M401T650_POS_RPLC",0.999999874831599,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.345143554937,650.04,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-hydroxyvitamin d3",NA,NA,NA,NA,NA,NA,NA,"metabolomics","25-hydroxyvitamin d3","19356-17-3","HMDB0003550","C01561","RPLC_464","(M+H)+",8.27308001373892,0.946716987279296,10.26876,0.943100991010281,"NCE25",0.747390054463083,0.846149521803936,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M413T671_POS_RPLC",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.26599865487,671.0155,0,0.00108225108225108,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dioctyl phthalate",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Dioctyl phthalate",NA,"HMDB0251427","C14227","HMDB0251427_75_shen","(M+Na)+",0.106069289061193,0.999990999485239,NA,NA,"15",0.577723182526234,0.736073613885861,"HMDB_2022-04-11",2
"metabolomics_M519T600_POS_RPLC",0.745554142303262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.324800694725,599.651,0,0,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-Palmitoyllysophosphatidylcholine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","1-Palmitoyllysophosphatidylcholine","17364-16-8","HMDB0062541","C04102","M0134","(M+Na)+",10.1269655082325,0.921231106419961,NA,NA,"50",0.612724247449833,0.728414319563631,"METLIN_20220425",2
"metabolomics_M223T449_NEG_RPLC",0.971418775750341,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.133929589615,448.724456787109,0,0,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Methyl linolenate",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Methyl linolenate","301-00-8","HMDB0000024","C07105","M0451","(M-H)-",1.07548925754486,0.999075086282144,NA,NA,"20",0.595222742772578,0.746667371588665,"METLIN_20220425",2
"metabolomics_M311T683_NEG_RPLC",0.999999950230913,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.295660658524,682.640502929688,0,0.00216450216450216,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C20:0 fa",NA,NA,NA,NA,NA,NA,NA,"metabolomics","C20:0 fa","506-30-9","HMDB0002212","C06425","RPLC_551","(M-H)-",1.88452148492502,0.997162895228368,7.30805999999995,0.97076489449495,"NCE25",1,0.99198194743083,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M86T387_POS_HILIC",0.99999935124615,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.096341850905,386.971,0,0.00757575757575758,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Piperidine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Piperidine","110-89-4","HMDB0034301","C01746","HMDB0034301_19_shen","(M+H)+",0.00697687251971502,0.999999961058601,NA,NA,"Unknown_6",0.87314879951353,0.920717985092932,"HMDB_2022-04-11",2
"metabolomics_M176T640_POS_HILIC",0.981647670730913,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.066502198831,640.236,0,0.00757575757575758,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guanidinosuccinic acid",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Guanidinosuccinic acid","6133-30-8","HMDB0003157","C03139","HMDB0003157_16_shen","(M+H)+",0.412337042519084,0.99986399178065,NA,NA,"10",0.821398146109273,0.888322838236039,"HMDB_2022-04-11",2
"metabolomics_M209T385_POS_HILIC",0.999999999999612,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.091800931131,384.8615,0,0.00108225108225108,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyurenine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Kyurenine","2922-83-0","HMDB0000684","C00328","HILIC_249","(M+H)+",0.777493075005964,0.999516520528539,7.24392061267901,0.971268396349441,"NCE35",0.959651267057184,0.972521862748087,"Michael_Snyder_HILIC_20220424",1
"metabolomics_M226T253_POS_HILIC",0.997169172389143,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.081909405475,253.48,0.0303030303030303,0.0876623376623377,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cytidine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Cytidine","65-46-3","HMDB0000089","C00475","M0456","(M+H-H2O)+",0.53362618750441,0.999772220419316,NA,NA,"20",0.753422440576846,0.845803608017772,"METLIN_20220425",2
