"variable_id","membership.x","cluster","cluster_raw","SYMBOL","ENTREZID","GENENAME","ALIAS","GENETYPE","ACCNUM","UCSCKG","ENSEMBL","UNIPROT","mz","rt","na_freq","na_freq.1","polarity","column","mode","test_name","Decsription","Category","LipidClass","Lipid_Name","Lipid_Name_Tot","Lipid_Name_LION","Lipid_Class_Detailed","Lipid_Class","FA_1","FA_2","FA_All","Sat_status_FA1","Sat_status_FA2","Saturation_All","OddEven_FA1","OddEven_FA2","OddEven_All","Omega_FA1","Omega_FA2","Omega_All","HMDB_ID","KEGG_ID","LION_ID","cellular_component","Function","Total_Carb","Total_Unsat","Carbon_numb_FA1","Carbon_numb_FA2","CarbonFA_All","Unsat_numb_FA1","Unsat_numb_FA2","UnsatFA_All","PhysicoChemical","PathwaysKegg","membership.y","mol_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","class","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database","Level"
"metabolomics_M137T143_POS_RPLC",0.999986945910733,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.108980658961,143.108,0.102941176470588,0.201298701298701,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,3-Diethylpyrazine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","2,3-Diethylpyrazine","15707-24-1","HMDB0041253",NA,"HMDB0041253_1_shen","(M+H)+",0.541089979932963,0.999765804734886,NA,NA,"3",0.730016732014528,0.831172634284663,"HMDB_2022-04-11",2
"metabolomics_M508T592_POS_RPLC",0.999999965535294,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.339706668112,591.687,0,0.00216450216450216,"positive","RPLC","RPLC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lysope(20:1)",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Lysope(20:1)",NA,"HMDB0011482",NA,"RPLC_429","(M+H)+",1.05395823235786,0.999111732379015,1.64068799999995,0.998505641493196,"NCE25",0.964143734948487,0.981476210942296,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M150T243_NEG_RPLC",0.99951775793208,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.083140439881,243.005,0.0882352941176471,0.0909090909090909,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N-Methyltyramine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","N-Methyltyramine","370-98-9","HMDB0003633","C02442","M1310","(M-H)-",22.7989976800558,0.659788838927831,NA,NA,"20",0.550373096272037,0.59140399976796,"METLIN_20220425",2
"metabolomics_M165T190_NEG_RPLC",0.544700212604976,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.055641841121,189.538131713867,0.0882352941176471,0.17965367965368,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dihydro-3-coumaric acid",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Dihydro-3-coumaric acid","621-54-5","HMDB0000375","C11457","RPLC_586","(M-H)-",1.56719287751628,0.998037054290555,0.739050600000013,0.999696603928699,"NCE25",0.803340341658391,0.901103585384009,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M327T631_NEG_RPLC",0.713246115801762,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.232894622414,630.725708007812,0,0,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C22:6 fa",NA,NA,NA,NA,NA,NA,NA,"metabolomics","C22:6 fa","6217-54-5","HMDB0002183","C06429","RPLC_839","(M-H)-",0.173969069976465,0.999975788103266,9.89256,0.947083334973202,"NCE25",0.90021904735449,0.936874304446362,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M436T640_NEG_RPLC",0.647948100967186,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.276301259401,639.959716796875,0.0514705882352941,0.177489177489178,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lysope(p-16:0)",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Lysope(p-16:0)","174062-72-7","HMDB0011152",NA,"RPLC_434","(M-H)-",0.0640375875516934,0.999996719355286,1.20906000000002,0.999188204082742,"NCE25",0.904386427957954,0.951989444838484,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M448T514_NEG_RPLC",0.918030032249973,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.306484370845,514.192260742188,0.00735294117647059,0.312770562770563,"negative","RPLC","RPLC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chenodeoxycholic acid glycine conjugate",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Chenodeoxycholic acid glycine conjugate","640-79-9","HMDB0000637","C05466","RPLC_609","(M-H)-",3.06468139265001,0.992514340527704,4.58218280000006,0.988403102235113,"NCE25",0.988168788220826,0.989313754801117,"Michael_Snyder_RPLC_20220424",1
"metabolomics_M130T459_POS_HILIC",0.988558017221325,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.04981488364,458.7145,0.115151515151515,0.100649350649351,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-oxoproline",NA,NA,NA,NA,NA,NA,NA,"metabolomics","5-oxoproline","98-79-3","HMDB0000267","C01879","HILIC_592","(M+H)+",1.07189941495278,0.999081247627027,12.125207833285,0.921568520357199,"NCE35",0.999899612812187,0.98011224840215,"Michael_Snyder_HILIC_20220424",1
"metabolomics_M142T59_2_POS_HILIC",0.999998920594968,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.122570585497,58.6107,0.0545454545454545,0.411255411255411,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pregabalin",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Pregabalin","148553-50-8","HMDB0014375",NA,"AU166803","(M+H-H2O)+",0.0452092749725352,0.999998364898502,NA,NA,"30 eV",0.658510064083066,0.786568176888855,"MassBank_2022-04-27",2
"metabolomics_M151T70_POS_HILIC",0.999999976340178,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.080428671639,69.9952,0.0303030303030303,0.0162337662337662,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4'-Methoxyacetophenone",NA,NA,NA,NA,NA,NA,NA,"metabolomics","4'-Methoxyacetophenone","100-06-1","HMDB0032570",NA,"HMDB0032570_1_shen","(M+H)+",12.433048007594,0.883676223709353,NA,NA,"3",0.612385724655646,0.714119661800786,"HMDB_2022-04-11",2
"metabolomics_M156T109_POS_HILIC",1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.138107730509,108.857,0.109090909090909,0.227272727272727,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,2,6,6-Tetramethyl-4-piperidinone",NA,NA,NA,NA,NA,NA,NA,"metabolomics","2,2,6,6-Tetramethyl-4-piperidinone","826-36-8","HMDB0031179",NA,"HMDB0031179_1_shen","(M+H)+",0.196186009944199,0.999969209313645,NA,NA,"20",0.678294491461645,0.798922510656145,"HMDB_2022-04-11",2
"metabolomics_M162T591_POS_HILIC",0.555937513303535,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.112312099324,591.45,0,0,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L-Carnitine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","L-Carnitine","541-15-1","HMDB0000062","C00318","RP022201","(M+H)+",0.466031677461842,0.999826266673864,NA,NA,"10",0.992925660923943,0.995513388080163,"MassBank_2022-04-27",2
"metabolomics_M163T591_POS_HILIC",0.98993394177696,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.115514368706,591.355,0,0,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-Phenyl-1-pentanone",NA,NA,NA,NA,NA,NA,NA,"metabolomics","1-Phenyl-1-pentanone","1009-14-9","HMDB0031208",NA,"NA000978","(M+H)+",8.52253773750533,0.943549058165156,NA,NA,"15 % (nominal)",0.671459233793016,0.773492917932568,"MassBank_2022-04-27",2
"metabolomics_M171T968_POS_HILIC",0.99993814774251,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.112682125036,967.5485,0.103030303030303,0.148268398268398,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L-Pipecolic acid",NA,NA,NA,NA,NA,NA,NA,"metabolomics","L-Pipecolic acid","3105-95-1","HMDB0000716","C00408","S0050","(M+CH3CN+H)+",0.626272654997706,0.999686275271179,NA,NA,"10",0.640192847063727,0.775002882641521,"NIST_20220425",2
"metabolomics_M203T328_POS_HILIC",0.989855448537823,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.081308098186,327.703,0.0363636363636364,0.135281385281385,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASICINONE",NA,NA,NA,NA,NA,NA,NA,"metabolomics","VASICINONE",NA,"HMDB0259770",NA,"HMDB0259770_1_shen","(M+H)+",0.578911969952856,0.999731924683447,NA,NA,"6",0.714652627928867,0.821557364211834,"HMDB_2022-04-11",2
"metabolomics_M217T488_POS_HILIC",0.999996240989493,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.05557236688,488.232,0.00606060606060606,0.0248917748917749,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bergapten",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Bergapten","484-20-8","HMDB0030637","C01557","NA000941","(M+H)+",15.7902279649846,0.81916885898895,NA,NA,"15 % (nominal)",0.72440560983372,0.759941828266931,"MassBank_2022-04-27",2
"metabolomics_M253T916_POS_HILIC",0.999999979011039,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.095751726542,915.59,0.0484848484848485,0.0638528138528139,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,11-Dihydroxycarbamazepine",NA,NA,NA,NA,NA,NA,NA,"metabolomics","10,11-Dihydroxycarbamazepine",NA,"HMDB0060568",NA,"HMDB0060568_3_shen","(M+H-H2O)+",3.63614447259408,0.989478504967818,NA,NA,"35",0.598500066037949,0.74511698063665,"HMDB_2022-04-11",2
"metabolomics_M291T729_POS_HILIC",0.999998426534544,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.129287212931,729.1835,0.0484848484848485,0.00865800865800866,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argininosuccinate",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Argininosuccinate",NA,"HMDB0248585",NA,"HILIC_266","(M+H)+",1.50200976506198,0.998196801052778,20.7544871109479,0.787174873239799,"NCE25",0.832879421871367,0.862782629508828,"Michael_Snyder_HILIC_20220424",1
"metabolomics_M807T306_POS_HILIC",0.99999998812694,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,806.566338183542,305.7155,0.0303030303030303,0.0270562770562771,"positive","RPLC","HILIC_positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC(38:6)",NA,NA,NA,NA,NA,NA,NA,"metabolomics","PC(38:6)",NA,"HMDB0007991",NA,"HILIC_511","(M+H)+",1.23667496849741,0.998777256178995,6.55700400000001,0.976397283104592,"NCE35",0.999983165848117,0.993785217744955,"Michael_Snyder_HILIC_20220424",1
"metabolomics_M87T453_NEG_HILIC",0.817175260050003,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.0086570171663,453.1285,0.103030303030303,0.154761904761905,"negative","RPLC","HILIC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pyruvate",NA,NA,NA,NA,NA,NA,NA,"metabolomics","Pyruvate","127-17-3","HMDB0000243","C00022","L0002","(M-H)-",0.302886962515458,0.999926610283507,NA,NA,"10",1,0.999972478856315,"NIST_20220425",2
"metabolomics_M142T423_NEG_HILIC",0.999999999999988,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.050849131189,422.93,0.151515151515152,0.11038961038961,"negative","RPLC","HILIC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-Aminoadipic acid",NA,NA,NA,NA,NA,NA,NA,"metabolomics","2-Aminoadipic acid",NA,"HMDB0302754","C00956","HMDB0302754_10_shen","(M-H2O-H)-",0.145644372508968,0.999983030317392,NA,NA,"11",0.638252212310218,0.773901269062908,"HMDB_2022-04-11",2
"metabolomics_M147T374_NEG_HILIC",1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.045064798687,373.7,0,0.00108225108225108,"negative","RPLC","HILIC_negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"trans-cinnamate",NA,NA,NA,NA,NA,NA,NA,"metabolomics","trans-cinnamate","140-10-3{}1754-62-7","HMDB0000930","C10438","S0215","(M-H)-",0.138842772514636,0.999984578266533,NA,NA,"15",0.502764553483936,0.68922206277741,"NIST_20220425",2
